PA_ID,Molecular Weight,Annotation,Processed Annotation,100-7,100-8,100-9,100-10,100-11,100-12,100-13,100-14,100-15,100-16,100-17,100-18,100-19,100-20,100-21,100-22,100-23,100-24,100-25,100-26,100-27,100-28,100-29,100-30,100-31,100-32,100-33,100-34,100-35,100-36,100-37,100-38,200-7,200-8,200-9,200-10,200-11,200-12,200-13,200-14,200-15,200-16,200-17,200-18,200-19,200-20,200-21,200-22,200-23,200-24,200-25,200-26,200-27,200-28,200-29,200-30,200-31,200-32,200-33,200-34,200-35,200-36,200-37,200-38,300-7,300-8,300-9,300-10,300-11,300-12,300-13,300-14,300-15,300-16,300-17,300-18,300-19,300-20,300-21,300-22,300-23,300-24,300-25,300-26,300-27,300-28,300-29,300-30,300-31,300-32,300-33,300-34,300-35,300-36,300-37,300-38,400-7,400-8,400-9,400-10,400-11,400-12,400-13,400-14,400-15,400-16,400-17,400-18,400-19,400-20,400-21,400-22,400-23,400-24,400-25,400-26,400-27,400-28,400-29,400-30,400-31,400-32,400-33,400-34,400-35,400-36,400-37,400-38,500-7,500-8,500-9,500-10,500-11,500-12,500-13,500-14,500-15,500-16,500-17,500-18,500-19,500-20,500-21,500-22,500-23,500-24,500-25,500-26,500-27,500-28,500-29,500-30,500-31,500-32,500-33,500-34,500-35,500-36,500-37,500-38,600-7,600-8,600-9,600-10,600-11,600-12,600-13,600-14,600-15,600-16,600-17,600-18,600-19,600-20,600-21,600-22,600-23,600-24,600-25,600-26,600-27,600-28,600-29,600-30,600-31,600-32,600-33,600-34,600-35,600-36,600-37,600-38,800-7,800-8,800-9,800-10,800-11,800-12,800-13,800-14,800-15,800-16,800-17,800-18,800-19,800-20,800-21,800-22,800-23,800-24,800-25,800-26,800-27,800-28,800-29,800-30,800-31,800-32,800-33,800-34,800-35,800-36,800-37,800-38,1000-7,1000-8,1000-9,1000-10,1000-11,1000-12,1000-13,1000-14,1000-15,1000-16,1000-17,1000-18,1000-19,1000-20,1000-21,1000-22,1000-23,1000-24,1000-25,1000-26,1000-27,1000-28,1000-29,1000-30,1000-31,1000-32,1000-33,1000-34,1000-35,1000-36,1000-37,1000-38
PA3529,22 kDa,ref|NP_252219.1|gi|15598725| alkylhydroperoxide reductase C,alkylhydroperoxide reductase C,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,6,89,96,65,54,90,25,52,30,20,20,14,19,16,13,11,11,3,11,4,,,,,,,0,0,0,0,0,0,0,9,8,12,13,11,10,8,7,5,5,3,3,1,3,1,2,1,2,0,,,,,,,0,0,0,0,0,0,0,6,7,7,13,9,9,4,3,3,2,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0423,21 kDa,ref|NP_249114.1|gi|15595620| PasP,PasP,,,,0,0,0,0,0,0,0,0,2,8,6,4,2,1,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,3,0,0,2,33,133,93,62,43,40,35,25,19,17,19,15,10,12,1,12,10,8,,,,,,,5,4,1,0,0,0,0,0,0,5,4,0,4,0,4,2,5,5,0,4,4,5,7,5,5,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1586,43 kDa,ref|NP_250277.1|gi|15596783| dihydrolipoamide succinyltransferase (E2 subunit),dihydrolipoamide succinyltransferase (E2 subunit),,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,21,22,6,3,1,0,1,9,15,19,23,20,22,24,25,20,17,20,19,13,16,16,11,11,,,,,,,0,0,174,166,71,41,19,19,13,13,16,12,15,11,9,12,11,9,10,7,7,7,8,8,6,6,,,,,,,1,1,35,23,13,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1596,72 kDa,ref|NP_250287.1|gi|15596793| heat shock protein HtpG,heat shock protein HtpG,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,189,133,53,37,29,24,25,22,25,19,17,14,12,15,8,11,11,8,7,6,5,6,,,,,,,2,5,0,1,67,83,46,22,14,11,4,5,3,2,0,0,0,0,1,0,1,0,0,0,1,1,,,,,,,0,0,0,0,0,24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA5173,33 kDa,ref|NP_253860.1|gi|15600366| carbamate kinase,carbamate kinase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,8,4,8,8,8,8,8,7,3,1,4,2,3,2,1,0,0,0,0,,,,,,,0,0,3,4,2,1,2,8,5,7,17,13,26,14,21,23,17,14,7,8,9,5,4,5,3,2,,,,,,,0,0,5,3,1,0,0,2,3,7,14,23,21,22,16,19,19,14,14,9,8,5,4,3,3,2,,,,,,,0,0,1,0,1,0,0,2,4,10,15,16,18,14,8,6,6,5,3,2,3,2,3,3,3,3,,,,,,,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA3637,60 kDa,ref|NP_252327.1|gi|15598833| CTP synthase,CTP synthase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,2,10,25,32,32,23,19,13,11,9,5,3,0,1,3,,,,,,,0,0,1,3,0,0,0,4,7,15,49,83,93,89,86,73,68,55,41,28,26,21,13,13,11,13,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA5015,100 kDa,ref|NP_253702.1|gi|15600208| pyruvate dehydrogenase,pyruvate dehydrogenase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,2,1,2,39,59,29,12,4,5,3,3,2,1,2,1,1,2,2,0,1,1,0,0,0,,,,,,,0,0,1,5,39,102,126,85,48,36,30,16,15,11,8,5,6,4,3,2,1,0,0,1,0,0,,,,,,,0,0,0,0,8,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0548,72 kDa,ref|NP_249239.1|gi|15595745| transketolase,transketolase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,71,168,101,65,38,24,22,13,10,12,5,4,7,3,5,4,3,1,1,1,1,1,,,,,,,0,0,0,0,66,117,20,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4542,95 kDa,ref|NP_253232.1|gi|15599738| ClpB protein,ClpB protein,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1,2,90,94,66,56,42,41,36,33,30,31,26,26,10,22,18,14,10,11,15,11,,,,,,,0,0,0,0,0,0,5,24,20,19,11,6,5,4,4,2,2,0,1,1,0,0,1,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4386,10 kDa,ref|NP_253076.1|gi|15599582| GroES protein,GroES protein,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,3,14,7,5,4,3,0,4,0,3,3,3,6,0,5,3,4,3,1,3,2,,,,,,,0,0,1,0,0,13,92,75,42,32,32,31,24,19,19,14,17,14,15,12,15,11,11,11,9,9,,,,,,,3,2,2,1,0,0,1,0,0,0,1,1,1,0,1,2,2,1,0,1,0,1,0,1,1,1,,,,,,,0,0,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA3635,45 kDa,ref|NP_252325.1|gi|15598831| enolase,enolase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,1,0,14,23,45,41,30,34,25,25,19,17,10,10,6,9,6,4,4,1,3,3,,,,,,,0,0,1,0,0,0,1,32,57,59,47,43,36,31,28,19,21,14,11,6,7,6,6,5,3,3,,,,,,,0,2,0,0,2,0,0,14,35,27,22,11,5,1,0,1,1,0,1,1,1,1,1,0,0,0,,,,,,,1,0,0,0,0,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4238,37 kDa,ref|NP_252928.1|gi|15599434| DNA-directed RNA polymerase alpha chain,DNA-directed RNA polymerase alpha chain,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,2,3,0,0,0,0,0,3,11,16,21,19,17,16,16,14,13,10,12,11,13,11,8,9,,,,,,,0,0,5,3,1,2,2,9,17,16,17,19,18,15,13,11,14,12,12,10,10,5,6,8,8,5,,,,,,,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1342,33 kDa,ref|NP_250033.1|gi|15596539| AatJ,AatJ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,4,11,38,84,72,,,,,,,10,8,7,5,5,5,3,4,3,2,0,0,1,1,1,1,1,2,2,2,3,6,0,19,21,23,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA3814,45 kDa,ref|NP_252503.1|gi|15599009| L-cysteine desulfurase (pyridoxal phosphate-dependent),L-cysteine desulfurase (pyridoxal phosphate-dependent),,,,1,2,2,2,2,2,2,2,2,1,0,0,0,1,1,1,0,0,1,2,0,0,1,0,1,0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,8,57,39,25,17,11,11,13,13,8,10,8,9,8,4,5,5,4,2,3,2,3,,,,,,,2,3,3,2,12,32,8,3,2,3,3,2,3,4,3,2,2,2,2,2,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA3686,23 kDa,ref|NP_252376.1|gi|15598882| adenylate kinase,adenylate kinase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,73,105,56,41,34,26,29,24,19,19,16,17,18,16,8,15,12,11,,,,,,,7,4,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1770,86 kDa,ref|NP_250461.1|gi|15596967| phosphoenolpyruvate synthase,phosphoenolpyruvate synthase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,125,177,97,43,30,21,19,21,22,23,16,15,14,12,10,8,6,4,2,1,3,2,2,,,,,,,1,1,1,3,13,2,1,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0552,40 kDa,ref|NP_249243.1|gi|15595749| phosphoglycerate kinase,phosphoglycerate kinase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,52,64,47,26,18,15,19,17,8,5,7,7,5,1,3,3,1,1,2,,,,,,,1,1,0,2,0,0,0,2,12,9,17,9,33,10,24,21,12,14,3,9,10,7,3,2,3,3,,,,,,,0,0,0,1,0,0,0,0,2,1,4,10,13,14,10,7,4,3,2,4,2,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA2553,41 kDa,ref|NP_251243.1|gi|15597749| probable acyl-CoA thiolase,probable acyl-CoA thiolase,,,,1,2,0,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,75,97,48,34,28,20,21,16,17,15,14,11,9,10,8,6,4,4,2,0,2,1,,,,,,,0,1,1,0,32,37,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA2952,26 kDa,ref|NP_251642.1|gi|15598148| electron transfer flavoprotein beta-subunit,electron transfer flavoprotein beta-subunit,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,4,10,6,6,8,5,6,4,5,5,5,3,11,2,12,9,10,8,2,6,6,7,6,5,7,6,,,,,,,0,0,4,3,4,0,1,1,3,6,10,17,19,22,23,22,21,22,19,16,15,12,15,14,8,8,,,,,,,2,2,9,9,5,4,1,2,6,7,9,7,8,7,5,5,4,4,4,4,4,4,3,2,2,2,,,,,,,1,1,4,14,12,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0865,40 kDa,ref|NP_249556.1|gi|15596062| 4-hydroxyphenylpyruvate dioxygenase,4-hydroxyphenylpyruvate dioxygenase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,4,50,40,31,23,13,15,8,15,8,5,5,0,5,4,3,2,2,1,2,,,,,,,0,0,0,0,0,0,1,82,79,60,51,45,42,32,32,23,22,22,21,21,16,12,11,5,5,2,,,,,,,1,1,0,0,1,1,0,19,14,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA3656,27 kDa,ref|NP_252346.1|gi|15598852| 30S ribosomal protein S2,30S ribosomal protein S2,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,23,22,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,53,45,31,15,6,6,9,9,10,13,12,11,8,9,9,10,8,8,6,4,8,4,8,7,,,,,,,1,0,42,33,11,1,0,0,0,2,2,3,1,2,3,3,1,3,2,2,3,1,1,1,2,2,,,,,,,0,0,6,8,6,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1789,31 kDa,ref|NP_250480.1|gi|15596986| hypothetical protein,hypothetical protein,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,4,59,58,59,46,42,30,21,18,18,11,9,7,9,10,9,7,8,10,,,,,,,1,6,0,0,0,0,0,15,37,36,29,19,11,8,5,5,6,4,4,4,4,4,3,2,3,2,,,,,,,2,3,2,0,0,0,2,2,3,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4352,31 kDa,ref|NP_253042.1|gi|15599548| conserved hypothetical protein,conserved hypothetical protein,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8,77,42,14,8,6,7,10,5,6,5,0,2,3,3,,,,,,,0,0,4,4,2,1,1,0,0,0,0,0,6,0,4,5,3,7,1,13,13,16,7,5,4,5,,,,,,,0,0,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,,,,,,,0,0,26,33,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4269,154 kDa,ref|NP_252959.1|gi|15599465| DNA-directed RNA polymerase beta* chain,DNA-directed RNA polymerase beta* chain,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,71,62,15,1,0,0,0,0,2,1,0,3,3,4,3,3,1,1,1,0,1,1,0,0,,,,,,,0,0,123,108,36,15,4,1,5,8,9,10,8,7,7,8,8,7,5,4,3,3,2,4,3,4,,,,,,,0,0,7,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA2445,104 kDa,ref|NP_251135.1|gi|15597641| glycine cleavage system protein P2,glycine cleavage system protein P2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,175,142,61,37,21,17,17,15,12,9,10,8,8,6,6,1,0,0,0,0,0,0,,,,,,,0,0,0,0,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1156,107 kDa,"ref|NP_249847.1|gi|15596353| NrdA, catalytic component of class Ia ribonucleotide reductase","NrdA, catalytic component of class Ia ribonucleotide reductase",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,3,11,9,3,5,6,9,7,8,5,10,4,11,8,7,8,1,5,6,4,6,3,2,5,,,,,,,0,0,13,22,15,6,4,11,11,17,22,26,26,27,24,27,22,15,10,8,10,5,6,5,5,4,,,,,,,0,0,8,14,7,1,1,2,4,7,7,10,11,6,7,6,5,2,2,3,3,1,0,1,0,1,,,,,,,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA2951,31 kDa,ref|NP_251641.1|gi|15598147| electron transfer flavoprotein alpha-subunit,electron transfer flavoprotein alpha-subunit,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,9,7,10,10,12,8,10,7,6,11,11,12,15,13,8,9,6,10,5,8,8,9,8,8,9,8,,,,,,,0,0,1,0,0,0,0,2,1,3,6,6,12,11,10,10,10,11,11,11,9,10,10,11,7,7,,,,,,,1,0,11,4,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0,0,0,1,0,0,0,,,,,,,0,0,2,6,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
